,Player,MP,Load,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
1757,Mehmet Okur,1580,28.8,0.022,1.1,2.6,116.0,0.122,0.1,-1.1,7.2,0.78,6.2,4.5,0.7,0.9,18.9,10.5,1.0,5.8,1,2007.0,3.0
1758,Mel Counts,1021,29.9,-0.028,1.2,2.9,100.0,0.116,-0.1,-0.6,5.6,0.83,3.3,10.4,-0.8,-0.4,19.4,7.3,0.7,3.8,0,,
1759,Metta World Peace,2363,31.3,-0.035,3.3,4.8,104.0,0.115,-0.8,-0.3,6.4,0.75,-2.7,-2.1,-0.6,1.1,16.5,12.5,3.0,3.7,1,2004.0,3.0
1760,Michael Adams,2778,28.9,0.022,4.6,5.5,120.0,0.083,0.1,0.5,3.3,0.83,-5.1,-6.2,1.2,1.7,14.2,12.5,5.1,2.5,1,1992.0,4.0
1761,Michael Beasley,2328,32.8,-0.038,2.0,2.7,109.0,0.091,-0.3,-0.9,5.5,0.8,1.0,4.1,0.0,0.5,20.4,15.6,1.4,6.6,0,,
1762,Michael Cage,1566,20.8,-0.023,0.5,3.1,71.0,0.154,-0.8,-0.9,5.2,0.65,5.2,4.3,-1.0,-1.3,11.9,6.4,0.9,5.2,0,,
1763,Michael Cooper,2625,21.3,-0.004,1.3,6.0,81.0,0.136,-0.4,0.2,2.7,0.79,-1.4,-4.9,0.3,1.9,10.7,9.0,3.6,4.0,0,,
1764,Michael Curry,1217,15.7,0.056,0.8,3.2,117.0,0.083,-0.1,-0.9,5.0,0.9,-3.8,-4.2,0.1,-0.5,11.4,4.2,0.6,1.5,0,,
1765,Michael Doleac,1335,26.5,-0.033,1.4,3.5,104.0,0.09,-0.5,-0.8,3.5,0.84,1.5,5.8,-1.0,-1.1,16.6,6.9,0.7,3.7,0,,
1766,Michael Finley,796,29.5,0.002,2.8,4.6,107.0,0.095,-0.1,-0.2,4.5,0.81,-2.6,-1.9,1.1,0.4,18.4,15.2,2.7,4.3,1,2000.0,3.0
1770,Mickael Pietrus,1340,30.6,0.01,2.2,2.5,103.0,0.114,-0.6,-1.2,7.8,0.7,-0.7,-3.8,-0.1,-1.0,19.0,9.4,1.2,2.7,0,,
1771,Mickey Johnson,2847,31.9,-0.005,1.4,3.5,87.0,0.128,0.3,-0.3,6.8,0.8,4.3,6.0,0.6,1.4,19.5,17.6,2.4,9.6,0,,
1772,Mike Bantom,2239,29.1,-0.002,1.2,3.7,74.0,0.131,0.0,-0.5,5.4,0.71,3.5,1.9,0.3,-0.1,17.7,11.8,1.8,5.7,0,,
1774,Mike Bratz,1297,31.7,-0.017,2.8,4.1,82.0,0.145,-0.7,-0.3,5.8,0.82,-1.8,-6.1,-1.3,-1.6,16.9,7.3,2.0,1.6,0,,
1775,Mike Brown,591,23.3,-0.058,0.5,3.1,69.0,0.13699999999999998,-0.9,-0.9,6.0,0.58,6.3,4.5,-1.2,-2.1,12.9,4.3,0.6,3.5,0,,
1776,Mike Conley,2508,29.7,0.004,5.0,5.9,122.0,0.101,-0.7,0.2,4.2,0.82,-4.1,-2.2,0.2,-0.2,14.5,11.4,4.7,3.5,0,,
1777,Mike Dunleavy,1036,32.1,0.011,4.2,7.6,88.0,0.156,-0.6,0.6,6.1,0.83,-4.0,-5.2,0.3,0.3,14.7,7.9,3.7,1.9,0,,
1778,Mike Evans,911,28.3,-0.033,3.4,5.8,82.0,0.131,-0.8,0.2,3.3,0.78,-4.0,-5.6,-1.0,-1.3,12.8,4.3,2.1,1.2,0,,
1781,Mike Gminski,740,26.9,-0.018000000000000002,1.3,3.1,99.0,0.13,-0.6,-0.8,7.4,0.82,4.0,4.5,-1.7,-1.6,16.3,4.9,0.6,2.8,0,,
1782,Mike James,1684,28.4,0.017,4.6,6.2,118.0,0.08800000000000001,-0.4,0.3,2.9,0.8,-4.2,-3.7,0.8,0.9,14.4,9.7,4.2,2.7,0,,
1783,Mike Miller,2123,30.6,0.022,3.6,5.0,116.0,0.085,0.4,0.0,4.4,0.76,-3.2,-2.3,1.6,1.8,18.3,15.1,3.0,3.9,0,,
1784,Mike Mitchell,2802,32.0,0.026,1.6,2.0,80.0,0.08800000000000001,1.2,-0.9,5.6,0.79,0.7,1.9,0.8,0.7,23.1,20.8,1.0,6.7,1,1981.0,1.0
1785,Mike Newlin,2658,33.8,0.012,3.6,4.9,88.0,0.131,0.3,0.3,5.8,0.89,-3.0,-3.9,0.6,0.3,18.9,14.6,4.0,3.1,0,,
1786,Mike Riordan,1320,20.7,-0.051,1.4,4.3,62.0,0.14800000000000002,-0.8,-0.2,3.4,0.62,-2.2,-5.9,-1.1,-0.6,10.9,4.2,1.3,1.5,0,,
1787,Mike Woodson,2186,32.5,0.011,2.7,4.4,84.0,0.096,0.3,-0.1,5.5,0.78,-1.8,-6.2,0.4,0.7,20.4,15.0,2.4,2.9,0,,
1788,Mikki Moore,1154,19.2,0.034,0.5,2.2,88.0,0.16699999999999998,-0.9,-1.4,5.7,0.73,5.4,4.0,-1.3,-0.1,12.7,4.4,0.4,3.5,0,,
1790,Mitch Richmond,2799,32.6,0.039,3.4,3.5,108.0,0.101,0.7,-0.5,7.6,0.87,-2.5,-4.1,1.1,0.6,21.3,19.8,2.4,4.1,1,1993.0,3.0
1791,Mo Williams,2254,37.0,-0.025,6.0,7.1,111.0,0.124,-0.8,0.7,3.8,0.85,-3.1,-4.1,1.1,0.3,14.9,10.4,6.2,2.9,1,2009.0,4.0
1792,Monta Ellis,2638,33.0,0.004,4.7,4.4,99.0,0.124,-0.3,-0.2,6.6,0.76,-2.9,-6.9,0.2,0.7,18.0,15.4,4.0,2.9,0,,
1793,Mookie Blaylock,2585,33.5,-0.079,4.1,5.9,90.0,0.116,-1.3,0.1,3.3,0.79,-3.9,-5.8,-1.0,-0.6,14.5,13.4,5.5,3.3,1,1994.0,3.0
1794,Morris Peterson,1988,31.0,0.004,2.4,5.2,112.0,0.07400000000000001,0.2,-0.2,4.6,0.75,-0.7,-6.3,1.5,1.6,19.0,14.6,2.5,3.4,0,,
1796,Muggsy Bogues,1755,31.1,-0.07400000000000001,6.1,3.6,77.0,0.109,-1.2,-0.2,2.4,0.75,-3.4,-6.0,-1.9,-2.8,8.8,5.0,6.9,2.0,0,,
1797,Mychal Thompson,2790,30.7,-0.014,2.2,4.7,77.0,0.13,0.2,0.0,5.4,0.64,2.0,4.8,0.3,1.7,17.6,16.2,3.2,8.3,0,,
1799,Nate Robinson,1356,30.7,0.011,2.1,4.7,117.0,0.091,-0.3,-0.5,5.4,0.78,-0.5,-6.2,0.9,-0.1,19.5,10.3,1.5,2.3,0,,
1800,Nate Thurmond,3173,23.7,-0.023,0.7,2.8,74.0,0.155,-0.2,-0.5,4.6,0.66,3.9,12.9,-0.9,0.6,14.3,14.5,2.1,10.6,1,1965.0,0.0
1801,Nate Williams,1979,27.7,0.006,1.4,3.4,79.0,0.11,0.2,-0.6,3.0,0.8,-0.7,-2.2,0.5,-0.5,17.8,10.5,1.3,3.3,0,,
1802,Nazr Mohammed,2168,23.7,-0.03,0.7,3.1,74.0,0.118,-0.5,-1.1,5.3,0.62,6.9,7.4,-0.6,-0.3,15.2,9.8,0.4,7.3,0,,
1803,Neal Walk,2033,28.8,-0.003,1.3,2.9,92.0,0.129,0.3,-0.5,5.5,0.77,2.1,7.7,-0.3,0.5,18.3,10.9,1.2,5.9,0,,
1804,Nenad Krstic,2469,27.2,0.006,2.1,1.9,80.0,0.107,0.0,-1.1,5.7,0.7,3.0,1.4,-0.2,-0.1,18.2,13.7,1.2,6.3,0,,
1805,Nene Hilario,2504,23.7,0.062,2.1,3.5,79.0,0.161,0.0,-0.7,7.2,0.68,1.1,1.7,0.1,2.5,14.9,12.1,2.2,6.0,0,,
1806,Nick Anderson,1971,30.1,-0.024,2.0,3.4,84.0,0.093,-0.3,-0.7,6.3,0.67,-1.6,3.2,-0.4,-0.7,18.5,13.3,1.4,5.2,0,,
1807,Nick Collison,1448,21.9,0.021,1.0,4.4,81.0,0.128,-0.3,-0.6,4.1,0.7,6.3,4.5,0.4,0.0,13.8,7.4,1.2,5.3,0,,
1809,Nick Young,1837,30.7,-0.014,2.7,3.4,117.0,0.085,-0.5,-0.7,5.5,0.85,-3.4,-6.9,-0.3,-2.4,19.5,11.2,1.2,1.9,0,,
1811,Nikola Vucevic,2559,25.5,-0.001,1.8,3.9,82.0,0.114,-0.3,-0.6,2.6,0.68,6.7,13.7,0.2,0.3,16.0,13.9,1.9,12.0,0,,
1814,O.J. Mayo,3113,29.9,0.008,3.2,5.4,118.0,0.097,0.0,0.0,4.3,0.81,-3.0,-5.3,1.3,1.1,18.1,17.6,3.1,3.7,0,,
1815,Olden Polynice,835,16.4,-0.002,0.6,2.4,71.0,0.159,-0.7,-1.2,4.9,0.59,6.1,1.5,-1.4,1.3,10.3,2.8,0.2,2.4,0,,
1817,Ollie Johnson,1718,20.0,0.018000000000000002,0.7,4.7,83.0,0.171,-0.4,-0.2,2.5,0.82,0.7,-1.3,-0.5,-0.8,10.9,5.7,1.8,3.3,0,,
1819,Omri Casspi,1702,22.1,-0.024,1.0,3.9,106.0,0.091,-0.6,-0.8,3.0,0.67,-0.5,1.3,-0.2,-0.8,13.9,8.6,1.1,4.2,0,,
1820,Orlando Woolridge,1627,29.5,0.077,2.2,2.3,65.0,0.149,0.8,-0.9,9.5,0.64,1.3,-1.7,0.2,-0.6,20.6,15.7,1.5,4.9,0,,
1821,Othella Harrington,903,23.3,0.023,0.9,2.1,82.0,0.116,-0.2,-1.3,7.1,0.75,3.4,3.7,-0.2,-1.8,16.0,6.2,0.4,3.4,0,,
1822,Otis Birdsong,2839,34.2,0.014,2.4,4.1,72.0,0.094,0.8,-0.1,6.4,0.73,0.0,-6.4,0.8,1.5,22.3,19.9,2.9,3.9,1,1979.0,0.0
1823,Otis Thorpe,1675,23.3,0.076,1.4,2.6,72.0,0.15,0.4,-0.8,7.0,0.66,2.8,5.5,-0.1,-0.5,16.1,9.6,1.0,5.5,1,1992.0,6.0
1824,Otto Moore,2523,22.0,0.0,0.9,2.4,76.0,0.172,-0.1,-0.7,5.3,0.64,4.9,10.9,-0.8,-0.4,13.3,10.0,1.1,8.3,0,,
1825,P.J. Brown,2466,18.3,-0.051,1.0,4.6,86.0,0.093,-0.5,-0.4,4.4,0.67,1.6,0.0,-0.3,1.4,10.4,8.2,1.6,6.1,0,,
1826,P.J. Tucker,2490,19.2,-0.001,0.3,3.8,115.0,0.109,-0.4,-0.9,4.0,0.78,2.2,1.7,0.8,1.7,11.8,9.7,1.8,6.4,0,,
1827,Pat Cummings,1084,30.8,0.036000000000000004,1.8,2.1,82.0,0.159,0.3,-0.9,6.0,0.71,3.5,6.1,-0.5,0.1,19.9,7.6,0.7,3.8,0,,
1828,Pat Garrity,1479,26.6,0.009000000000000001,1.4,2.7,116.0,0.105,-0.3,-1.0,3.7,0.72,-2.6,-2.0,-0.3,-1.3,17.9,8.1,0.7,2.3,0,,
1829,Pat Riley,1027,31.3,-0.048,2.7,4.7,67.0,0.127,-0.7,0.0,5.1,0.67,-3.9,-6.7,-1.1,-1.0,16.5,7.2,2.1,1.3,0,,
1830,Patrick Patterson,1483,22.7,-0.07,0.9,2.8,76.0,0.075,-0.8,-1.1,2.0,0.7,3.3,-0.9,-1.0,-1.1,13.6,8.4,0.9,4.5,0,,
1831,Patty Mills,656,28.9,0.055,4.6,3.4,125.0,0.104,-0.1,-0.6,1.5,0.84,-3.6,-7.9,0.4,-1.2,17.8,5.3,1.1,0.8,0,,
1832,Pau Gasol,2948,32.5,0.051,3.6,3.9,84.0,0.114,0.8,-0.4,9.9,0.74,1.7,5.6,1.6,1.9,21.7,19.1,2.7,8.0,1,2006.0,3.0
1833,Paul George,1958,28.4,0.028,2.8,4.9,118.0,0.113,0.0,-0.2,4.9,0.8,-2.2,3.3,1.2,3.4,17.0,13.4,2.7,5.7,1,2013.0,1.0
1835,Paul Millsap,1702,23.8,0.008,0.7,2.8,74.0,0.109,-0.1,-1.0,6.9,0.68,6.8,6.1,0.5,2.8,15.4,8.0,1.0,5.4,1,2014.0,6.0
1836,Paul Mokeski,523,16.5,-0.048,0.7,3.2,91.0,0.207,-1.1,-0.9,2.9,0.76,0.6,6.5,-2.7,-0.3,9.0,3.1,0.5,3.0,0,,
1837,Paul Neumann,1581,24.7,0.053,2.7,4.2,82.0,0.147,0.1,0.0,5.5,0.82,-2.7,-5.6,-0.1,0.4,14.1,7.0,2.7,1.5,0,,
1838,Paul Pierce,2583,35.5,0.027000000000000003,3.9,4.4,116.0,0.099,0.6,-0.2,8.8,0.8,-2.3,0.4,1.8,3.1,22.2,19.7,2.9,5.1,1,2002.0,2.0
1839,Paul Pressey,1730,29.4,0.004,2.3,5.2,63.0,0.153,-0.5,-0.2,5.7,0.6,0.4,-2.0,0.0,2.4,14.8,8.3,2.9,3.6,0,,
1840,Paul Silas,586,18.9,-0.049,0.2,2.6,62.0,0.174,-0.8,-0.8,4.2,0.57,4.6,9.4,-1.5,-2.2,10.6,3.4,0.5,3.1,1,1972.0,6.0
1841,Paul Westphal,1165,32.7,0.039,3.3,5.0,72.0,0.128,0.3,0.1,5.7,0.73,-1.9,-6.3,0.7,1.0,19.0,6.5,1.8,1.4,1,1977.0,3.0
1842,Peja Stojakovic,1749,28.2,0.036000000000000004,1.9,3.8,128.0,0.085,0.6,-0.6,4.2,0.88,-1.4,-2.1,1.1,0.6,19.2,11.4,1.3,3.3,1,2002.0,2.0
1843,Pervis Ellison,1942,25.3,0.008,0.7,3.0,78.0,0.146,-0.4,-0.9,5.4,0.65,6.1,6.9,-0.5,0.7,15.3,10.0,1.2,7.4,0,,
1844,Pete Chilcutt,834,27.7,-0.034,1.7,4.5,76.0,0.112,-0.8,-0.6,2.6,0.7,3.9,2.2,-0.8,-1.3,15.8,5.6,0.9,3.0,0,,
1845,Pete Maravich,2302,39.1,-0.002,4.0,5.1,80.0,0.136,0.1,0.5,8.2,0.81,-3.4,-6.0,0.9,-0.2,20.2,16.5,5.1,2.9,1,1973.0,1.0
1846,Phil Chenier,2776,32.6,-0.012,2.8,4.6,79.0,0.107,0.3,0.1,3.9,0.8,-3.6,-7.2,0.9,0.5,19.3,17.9,3.6,3.2,1,1974.0,1.0
1847,Phil Hubbard,2289,30.7,0.01,1.2,2.6,75.0,0.153,-0.3,-1.0,8.8,0.69,4.6,5.6,-0.9,-0.2,18.9,14.0,1.7,7.1,0,,
1848,Phil Jackson,924,21.6,-0.012,0.6,2.8,73.0,0.154,-0.3,-0.7,5.5,0.67,1.9,1.8,-0.6,0.3,13.2,6.2,0.9,3.7,0,,
1849,Phil Jordon,2058,27.8,0.011,1.1,2.4,87.0,0.132,0.4,-0.6,6.0,0.76,-1.9,4.3,-0.3,-0.2,18.6,13.8,1.4,5.0,0,,
1850,Phil Smith,2793,37.0,0.021,3.3,4.8,78.0,0.113,0.8,0.3,6.5,0.79,-1.5,-5.7,1.8,2.0,22.1,18.9,4.2,3.8,1,1976.0,0.0
1852,Purvis Short,1636,37.1,0.003,2.5,3.8,84.0,0.097,0.4,-0.4,4.8,0.81,1.1,0.4,0.4,0.0,24.2,16.8,1.8,4.9,0,,
1853,Quentin Richardson,2152,32.3,0.014,2.0,4.1,113.0,0.077,0.4,-0.5,4.6,0.77,0.2,-2.7,1.8,0.8,21.0,13.6,1.6,3.9,0,,
1855,Quintin Dailey,2449,37.9,-0.012,4.1,3.9,84.0,0.113,-0.2,-0.3,7.8,0.81,-3.8,-5.1,-0.8,-1.0,22.4,17.7,2.8,2.9,0,,
1856,Raef LaFrentz,2457,24.5,0.026,1.2,3.2,123.0,0.08199999999999999,0.6,-0.8,5.5,0.7,2.0,5.0,1.2,2.1,17.1,13.0,1.3,7.1,0,,
1857,Rafer Alston,980,38.0,-0.009000000000000001,5.8,7.0,108.0,0.124,-1.1,0.2,2.9,0.69,-3.4,-3.9,0.7,0.4,15.8,8.1,4.1,2.1,0,,
1859,Rajon Rondo,2306,30.4,-0.025,4.2,5.3,66.0,0.112,-0.7,0.1,4.0,0.61,-1.0,-2.8,0.4,2.7,14.3,10.8,5.3,4.1,1,2010.0,2.0
1860,Ramon Sessions,2173,37.0,-0.019,6.7,7.0,86.0,0.097,-0.7,0.7,8.4,0.79,-2.0,-3.0,0.8,1.1,17.8,12.6,6.1,3.4,0,,
1861,Randy Breuer,1083,21.6,0.011,1.8,2.6,84.0,0.13,-0.2,-0.9,5.6,0.7,2.9,3.3,-0.8,0.0,14.1,5.1,0.5,3.3,0,,
1862,Randy Brown,1726,23.9,-0.025,1.9,4.6,81.0,0.138,-1.1,-0.6,4.3,0.73,-1.8,-4.4,-1.0,-0.2,11.9,6.9,2.2,2.5,0,,
1863,Randy Foye,1259,32.7,-0.02,4.9,6.0,122.0,0.101,-1.1,0.0,2.7,0.82,-4.1,-3.8,0.4,-0.5,16.3,13.3,4.3,3.2,0,,
1864,Randy Smith,2603,34.4,-0.02,2.9,5.0,72.0,0.13699999999999998,-0.5,0.1,4.4,0.73,-2.7,-2.8,-0.1,-1.6,17.2,13.0,4.2,3.6,1,1976.0,3.0
1865,Randy Wittman,1168,22.6,0.006,2.7,5.6,77.0,0.102,-0.6,-0.1,1.7,0.73,-5.1,-8.1,-0.4,-0.7,12.8,9.5,2.7,1.8,0,,
1867,Rasheed Wallace,1892,28.6,0.052000000000000005,2.3,2.4,82.0,0.112,0.7,-0.9,7.4,0.64,1.7,4.3,0.9,1.9,20.3,15.2,1.2,6.5,1,2000.0,3.0
1868,Rasho Nesterovic,1233,19.0,-0.046,1.5,3.3,63.0,0.121,-0.8,-0.9,2.8,0.52,3.5,3.1,-1.4,-0.2,11.1,4.6,0.6,3.6,0,,
1869,Rasual Butler,675,26.2,0.07,2.3,2.8,123.0,0.08800000000000001,0.5,-1.0,1.7,0.76,-5.0,-4.3,0.5,-1.0,19.7,7.4,0.5,1.3,0,,
1870,Ray Allen,3287,36.8,0.015,3.9,5.0,122.0,0.117,0.1,0.0,6.3,0.88,-1.6,-3.3,1.7,1.5,20.3,20.3,4.3,4.8,1,2000.0,2.0
1871,Ray Scott,2538,28.6,-0.024,1.3,3.2,73.0,0.149,-0.2,-0.4,7.2,0.67,1.1,4.7,-0.5,-0.6,16.6,13.8,2.4,6.1,0,,
1872,Ray Williams,2370,42.4,-0.028,4.6,5.6,80.0,0.13,-0.4,0.4,6.0,0.8,-1.9,-4.9,0.0,0.6,21.6,16.3,5.5,3.3,0,,
1874,Red Kerr,2114,28.7,-0.011,1.0,2.5,79.0,0.133,0.3,-0.7,6.7,0.66,-1.8,5.4,-0.5,-0.4,18.4,14.7,1.1,5.7,0,,
1876,Reggie Jackson,993,28.1,-0.004,4.1,5.3,107.0,0.096,-0.5,0.0,3.2,0.84,-2.7,0.9,0.4,0.0,15.1,5.6,1.8,2.3,0,,
1877,Reggie Johnson,783,25.1,0.043,1.4,2.6,75.0,0.12,0.3,-0.8,4.3,0.71,1.3,5.2,-0.1,0.1,15.8,10.5,0.9,5.8,0,,
1878,Reggie Miller,2536,27.3,0.065,2.7,4.7,122.0,0.099,0.5,-0.2,6.5,0.84,-3.2,-4.3,1.6,1.2,17.2,15.2,2.7,3.8,1,1990.0,1.0
1879,Reggie Theus,3029,37.6,0.048,4.9,5.4,100.0,0.14400000000000002,0.4,0.3,9.3,0.84,-1.3,-6.6,1.6,1.2,20.2,19.7,5.7,3.8,1,1981.0,1.0
1880,Reggie Williams,1303,31.7,-0.041,1.7,3.6,105.0,0.126,-1.2,-0.8,4.3,0.75,-0.8,-4.5,-1.6,-0.7,17.3,9.2,1.4,2.6,0,,
1881,Rex Chapman,1762,36.2,-0.068,3.2,4.7,106.0,0.077,-0.9,-0.3,5.3,0.75,-3.2,-4.9,-1.1,-2.4,20.1,16.9,2.3,3.2,0,,
1882,Rich Kelley,1505,25.7,0.043,1.3,6.3,95.0,0.187,-0.3,0.3,5.8,0.79,7.3,10.3,-0.2,1.1,13.1,6.7,2.6,6.9,0,,
1883,Richard Hamilton,2519,39.4,-0.01,4.2,4.5,111.0,0.104,0.1,-0.1,6.6,0.87,-2.2,-6.7,0.7,-1.1,23.2,18.2,2.8,2.8,1,2006.0,5.0
1884,Richard Jefferson,2879,27.2,0.044,2.4,4.0,81.0,0.103,0.4,-0.5,7.9,0.74,0.3,0.1,1.2,2.6,18.0,15.8,2.5,6.0,0,,
1885,Richie Guerin,2368,30.8,-0.014,1.8,4.4,68.0,0.14800000000000002,0.0,0.2,8.6,0.69,-3.9,-2.5,0.6,0.0,16.3,16.4,5.9,4.6,1,1958.0,0.0
1886,Rick Adelman,717,25.7,-0.058,2.5,4.6,75.0,0.152,-1.1,-0.2,4.9,0.75,-2.7,-6.0,-1.8,-1.6,11.9,5.9,2.7,1.6,0,,
1887,Rick Fox,1082,29.3,-0.002,2.5,5.0,90.0,0.123,-0.6,-0.3,4.7,0.8,-0.6,-2.8,0.0,1.2,16.2,6.2,1.5,2.2,0,,
1888,Rick Mahorn,2664,22.5,-0.006999999999999999,1.7,3.5,69.0,0.129,-0.3,-0.6,4.2,0.63,-0.4,9.0,-0.7,1.4,13.7,11.9,1.7,8.7,0,,
1889,Rick Robey,849,26.8,0.001,1.4,3.4,89.0,0.179,0.0,-0.5,6.5,0.74,3.6,7.6,-1.3,-1.1,16.8,9.6,1.5,6.0,0,,
1890,Ricky Davis,570,28.7,0.019,2.7,4.5,76.0,0.14300000000000002,-0.7,-0.6,4.6,0.77,0.1,-3.8,-0.5,-1.5,16.2,4.8,1.3,1.6,0,,
1891,Ricky Pierce,882,28.8,0.056,2.5,4.2,84.0,0.118,0.3,-0.4,6.8,0.82,-0.4,-4.9,0.9,1.3,18.1,9.5,1.9,2.7,1,1991.0,6.0
1893,Ricky Sobers,2005,33.0,0.046,3.0,4.2,83.0,0.127,0.5,-0.1,6.5,0.84,-2.0,-5.5,0.8,1.0,20.4,13.3,2.9,2.7,0,,
1894,Rik Smits,2404,29.2,0.042,3.3,3.8,97.0,0.099,0.9,-0.4,6.1,0.81,0.5,3.9,1.1,2.0,20.0,15.2,1.6,6.1,0,,
1895,Robert Horry,2370,24.9,-0.006999999999999999,1.8,5.7,106.0,0.116,-0.5,-0.1,3.3,0.73,0.0,0.3,0.6,2.6,13.3,9.9,2.6,5.2,0,,
1896,Robert Pack,1579,38.7,0.009000000000000001,5.9,5.7,78.0,0.145,-0.6,0.1,9.5,0.77,-2.9,-6.3,-0.2,0.5,18.9,9.8,3.8,1.9,0,,
1898,Robert Reid,2259,25.0,-0.009000000000000001,1.9,5.4,72.0,0.108,0.2,0.3,3.8,0.7,-0.3,3.4,0.6,1.3,14.6,10.4,2.5,5.6,0,,
1900,Rod Higgins,1577,21.1,-0.044,1.1,4.4,75.0,0.109,-0.8,-0.5,4.8,0.72,-0.4,-4.6,-1.2,-1.6,11.7,6.3,1.3,2.7,0,,
1901,Rod Strickland,1121,33.3,-0.033,3.7,7.3,66.0,0.111,-0.8,0.6,6.4,0.62,-1.6,-5.0,1.2,2.5,15.1,10.2,5.2,3.1,0,,
1902,Rodney Hood,2541,30.7,0.001,3.6,5.2,120.0,0.085,-0.3,-0.2,4.2,0.86,-3.0,-4.7,1.1,1.3,18.5,16.3,3.0,3.6,0,,
1903,Rodney McCray,3001,24.4,0.033,1.7,5.7,75.0,0.115,0.2,0.1,4.9,0.74,0.9,-0.8,1.0,2.2,14.2,13.5,3.8,6.4,0,,
1904,Rodney Rogers,2142,31.4,0.006999999999999999,2.3,3.8,101.0,0.134,-0.2,-0.6,6.7,0.65,1.3,0.1,0.5,2.2,18.3,12.4,1.9,4.8,0,,
1905,Rodney Stuckey,2517,36.9,-0.036000000000000004,5.6,5.9,101.0,0.103,-0.8,0.3,6.4,0.8,-2.1,-4.9,0.4,0.5,17.8,14.6,5.6,3.7,0,,
1906,Rolando Blackman,2349,30.8,0.017,2.6,4.2,80.0,0.075,1.0,-0.1,7.6,0.78,-1.8,-4.7,1.4,0.4,20.9,17.4,2.2,3.8,1,1985.0,2.0
1907,Ron Anderson,1469,26.7,-0.026,1.3,4.8,71.0,0.094,-0.2,-0.2,3.6,0.66,2.0,-4.2,-0.1,-0.6,15.5,9.0,1.7,3.6,0,,
1908,Ron Brewer,2815,29.2,-0.028,2.6,4.0,88.0,0.099,-0.1,-0.3,3.8,0.84,-4.6,-7.0,-0.6,-0.7,17.4,15.7,2.4,2.6,0,,
1909,Ron Harper,1830,35.4,-0.024,4.4,6.1,73.0,0.122,-0.6,0.3,7.5,0.71,-2.4,-3.4,0.2,2.3,18.1,15.1,4.5,3.9,0,,
1910,Ron Mercer,1551,32.7,-0.048,3.0,4.5,86.0,0.092,-0.6,-0.4,3.6,0.79,-3.4,-5.2,-0.6,-0.5,19.0,18.0,2.6,3.5,0,,
1911,Ron Williams,2435,33.8,-0.017,3.9,5.2,82.0,0.135,-0.5,0.3,5.7,0.82,-4.1,-8.3,-0.4,-0.8,16.9,12.4,4.6,1.8,0,,
1912,Ronald Murray,883,33.2,-0.096,3.6,4.5,98.0,0.105,-1.3,-0.4,4.9,0.74,-3.6,-2.8,-1.3,-2.8,16.6,7.4,1.4,2.0,0,,
1914,Ronnie Price,588,30.3,-0.024,4.7,5.3,103.0,0.086,-0.6,0.1,3.3,0.68,-3.6,-6.9,0.1,0.3,15.4,3.7,1.3,0.7,0,,
1915,Ronny Turiaf,1458,23.5,-0.001,2.0,5.1,91.0,0.107,-0.4,-0.3,6.4,0.75,2.2,0.7,0.0,1.7,13.7,6.4,1.6,3.7,0,,
1916,Rony Seikaly,2409,30.0,-0.006999999999999999,1.6,1.5,71.0,0.157,-0.7,-1.3,8.5,0.59,4.8,10.8,-1.6,-1.5,18.5,15.5,0.9,9.8,0,,
1917,Rory Sparrow,1548,29.1,0.016,3.7,5.5,79.0,0.134,-0.5,0.2,3.5,0.74,-3.9,-5.6,-0.1,0.7,14.9,11.8,4.6,2.9,0,,
1918,Roy Hibbert,2035,29.3,-0.006,3.1,5.2,94.0,0.12,-0.5,-0.2,5.4,0.75,4.1,0.8,-0.1,0.6,17.7,11.3,2.0,5.4,1,2012.0,2.0
1919,Roy Hinson,2344,27.6,0.008,1.4,1.8,75.0,0.123,0.1,-1.1,7.6,0.72,2.0,5.5,-0.4,0.2,18.5,14.9,0.8,7.6,0,,
1920,Ruben Patterson,2059,31.9,0.026,1.6,3.6,72.0,0.122,0.2,-0.8,9.2,0.68,4.7,-3.4,1.3,1.4,20.2,13.3,2.1,4.6,0,,
1921,Rudy Gay,3000,32.5,0.006,2.3,3.1,115.0,0.098,0.0,-0.9,5.3,0.79,-0.1,-1.2,0.9,0.4,21.1,19.7,2.0,5.8,0,,
1922,Rudy LaRusso,2593,23.5,0.024,0.7,2.6,86.0,0.156,0.3,-0.6,6.1,0.79,0.5,2.6,-0.3,0.5,15.3,12.6,1.6,5.6,1,1962.0,1.0
1923,Rudy Tomjanovich,2689,22.9,0.022,0.5,2.5,79.0,0.141,0.5,-0.7,3.7,0.72,3.1,9.0,-0.1,0.7,15.6,12.6,1.3,8.7,1,1974.0,2.0
1926,Ryan Bowen,696,16.1,0.067,0.3,3.3,76.0,0.112,-0.4,-1.1,3.3,0.61,4.0,-6.3,0.2,1.0,11.4,3.4,0.5,1.8,0,,
1927,Ryan Gomes,2275,24.6,-0.006999999999999999,1.2,3.0,107.0,0.098,-0.2,-0.9,5.3,0.81,1.0,0.6,-0.1,-0.6,15.6,12.1,1.7,5.4,0,,
